LFQi 1_ATL2: Significant Class A	LFQi 1_ATL2: Significant Class B	LFQi 1_ATL2: -Log(P-value)	LFQi 1_ATL2: Difference	LFQi 1_ATL3: Significant Class A	LFQi 1_ATL3: Significant Class B	LFQi 1_ATL3: -Log(P-value)	LFQi 1_ATL3: Difference	LFQi 1_ATP2B1: Significant Class A	LFQi 1_ATP2B1: Significant Class B	LFQi 1_ATP2B1: -Log(P-value)	LFQi 1_ATP2B1: Difference	LFQi 1_CLTA: Significant Class A	LFQi 1_CLTA: Significant Class B	LFQi 1_CLTA: -Log(P-value)	LFQi 1_CLTA: Difference	LFQi 1_LAMP1: Significant Class A	LFQi 1_LAMP1: Significant Class B	LFQi 1_LAMP1: -Log(P-value)	LFQi 1_LAMP1: Difference	LFQi 1_LMAN1: Significant Class A	LFQi 1_LMAN1: Significant Class B	LFQi 1_LMAN1: -Log(P-value)	LFQi 1_LMAN1: Difference	LFQi 1_MTOR: Significant Class A	LFQi 1_MTOR: Significant Class B	LFQi 1_MTOR: -Log(P-value)	LFQi 1_MTOR: Difference	LFQi 1_OSBPL8: Significant Class A	LFQi 1_OSBPL8: Significant Class B	LFQi 1_OSBPL8: -Log(P-value)	LFQi 1_OSBPL8: Difference	LFQi 1_POLR1C: Significant Class A	LFQi 1_POLR1C: Significant Class B	LFQi 1_POLR1C: -Log(P-value)	LFQi 1_POLR1C: Difference	LFQi 1_RAB14: Significant Class A	LFQi 1_RAB14: Significant Class B	LFQi 1_RAB14: -Log(P-value)	LFQi 1_RAB14: Difference	LFQi 1_SEC13: Significant Class A	LFQi 1_SEC13: Significant Class B	LFQi 1_SEC13: -Log(P-value)	LFQi 1_SEC13: Difference	LFQi 1_SEC24D: Significant Class A	LFQi 1_SEC24D: Significant Class B	LFQi 1_SEC24D: -Log(P-value)	LFQi 1_SEC24D: Difference	LFQi 1_SPTLC1: Significant Class A	LFQi 1_SPTLC1: Significant Class B	LFQi 1_SPTLC1: -Log(P-value)	LFQi 1_SPTLC1: Difference	LFQi 1_TAF12: Significant Class A	LFQi 1_TAF12: Significant Class B	LFQi 1_TAF12: -Log(P-value)	LFQi 1_TAF12: Difference	LFQi 1_VAPA: Significant Class A	LFQi 1_VAPA: Significant Class B	LFQi 1_VAPA: -Log(P-value)	LFQi 1_VAPA: Difference	LFQi 1_ATL2: Profile correlation	LFQi 1_ATL3: Profile correlation	LFQi 1_ATP2B1: Profile correlation	LFQi 1_CLTA: Profile correlation	LFQi 1_LAMP1: Profile correlation	LFQi 1_LMAN1: Profile correlation	LFQi 1_MTOR: Profile correlation	LFQi 1_OSBPL8: Profile correlation	LFQi 1_POLR1C: Profile correlation	LFQi 1_RAB14: Profile correlation	LFQi 1_SEC13: Profile correlation	LFQi 1_SEC24D: Profile correlation	LFQi 1_SPTLC1: Profile correlation	LFQi 1_TAF12: Profile correlation	LFQi 1_VAPA: Profile correlation	Protein IDs	Majority protein IDs	Protein names	Gene names	Symbol color	Symbol type	Symbol size	Show label	Only identified by site	Reverse	Potential contaminant	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	LFQi 1_ATL2_01	LFQi 1_ATL2_02	LFQi 1_ATL2_03	LFQi 1_ATL3_01	LFQi 1_ATL3_02	LFQi 1_ATL3_03	LFQi 1_ATP2B1_01	LFQi 1_ATP2B1_02	LFQi 1_ATP2B1_03	LFQi 1_CLTA_01	LFQi 1_CLTA_02	LFQi 1_CLTA_03	LFQi 1_LAMP1_01	LFQi 1_LAMP1_02	LFQi 1_LAMP1_03	LFQi 1_LMAN1_01	LFQi 1_LMAN1_02	LFQi 1_LMAN1_03	LFQi 1_MTOR_01	LFQi 1_MTOR_02	LFQi 1_MTOR_03	LFQi 1_OSBPL8_01	LFQi 1_OSBPL8_02	LFQi 1_OSBPL8_03	LFQi 1_POLR1C_01	LFQi 1_POLR1C_02	LFQi 1_POLR1C_03	LFQi 1_RAB14_01	LFQi 1_RAB14_02	LFQi 1_SEC13_01	LFQi 1_SEC13_02	LFQi 1_SEC13_03	LFQi 1_SEC24D_01	LFQi 1_SEC24D_02	LFQi 1_SEC24D_03	LFQi 1_SPTLC1_01	LFQi 1_SPTLC1_02	LFQi 1_SPTLC1_03	LFQi 1_TAF12_01	LFQi 1_TAF12_02	LFQi 1_TAF12_03	LFQi 1_VAPA_01	LFQi 1_VAPA_02	LFQi 1_VAPA_03
		0.110276421	0.182988021			0.286660907	0.418462926			0.218681306	0.332376725			0.762212374	0.864680199			0.078932576	0.134818313			2.24247426	-1.684581657			0.073468432	0.126144273			0.184526539	0.287820625			0.369659729	0.508389473			0.16704796	-0.330238685			0.099058936	0.166047896			1.317101044	-1.235719399			0.028453401	-0.051137897			0.402802868	0.543313426			0.288448438	-0.419346955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A087WTV6;Q96C36;A0A087WZR9;J3KR12	A0A087WTV6;Q96C36;A0A087WZR9;J3KR12	Pyrroline-5-carboxylate reductase 2;Pyrroline-5-carboxylate reductase	PYCR2	Color2 [Red]	1	5					7	7	7	44.3	44.3	44.3	25.868	0	323.31	32929000	172	16.79728127	17.11735916	17.11796761	17.04452133	17.02399254	17.67051888	17.09836197	17.02474976	17.32228088	16.75889969	17.90106773	18.25626373	17.11786652	16.64272881	17.1389122	16.47522736	16.2860527	13.11093807	16.76978683	16.79576111	17.30999184	17.01214409	16.97566795	17.33446503	17.05578995	17.35535049	17.52060318	16.35559273	16.84512329	17.03896141	17.05980873	16.88702965	17.3502655	12.52638435	17.23584557	16.23449898	16.79867363	17.35250854	16.89190292	17.49396515	17.64237595	16.32743073	16.35147476	16.54669762
		0.174065797	-0.968986093			0.193476305	-1.059170941			0.120039377	-0.699006417			1.254334977	-4.24353536			0.149002742	-0.846505483			0.023843252	-0.152439027			0.185355783	-1.022718757			0.135068438	-0.77638112	+	+	18.76814307	12.8525977			0.221201514	-1.385350166			0.27520135	-1.422645097			0.061502638	-0.378184963			0.05904991	-0.363988004			0.169349174	-0.946279726			0.155157667	-0.874562799	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	D6R9U7;A0A087WTV7;O15318;D6R921;D6RIT0;D6RJH6	D6R9U7;A0A087WTV7;O15318;D6R921	DNA-directed RNA polymerase III subunit RPC7	POLR3G	Color2 [Red]	1	5					7	7	7	40.7	40.7	40.7	25.65	0	118.23	75284000	53	11.2678051	12.87216759	10.07499981	10.4291563	11.18344879	12.33181286	11.35200977	11.92562008	11.68333912	6.322379112	9.052731514	9.791765213	10.54422855	12.86464024	11.14453697	11.90447998	12.32951164	12.23722935	10.74712372	12.33542347	10.98395348	11.89193058	10.51387596	12.34136391	24.28326797	24.527668	23.5952549	11.16286469	10.58071232	11.19120026	10.9867239	10.78351688	12.53314877	11.50473785	11.80956268	11.65659714	12.4874382	11.7426424	11.16716099	10.92422962	12.18632317	11.22221851	12.49789715	10.77812672
		1.356013336	2.379265367			0.289336766	0.769531786			0.104708985	0.330244237			0.246699893	-0.694941248			1.324014717	-2.344568589			0.34431957	-0.909454627			0.512950913	1.232828658			0.058841706	0.193827593			0.124506792	-0.385860743			0.267007504	0.90103257			2.012594157	3.000643076			0.655308724	-1.471650959			0.003391809	-0.011852292			1.056082095	-2.03265449			1.026337996	1.963340341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A087WTY9;Q9Y605	A0A087WTY9;Q9Y605	MORF4 family-associated protein 1	MRFAP1	Color2 [Red]	1	5					1	1	1	26.2	26.2	26.2	11.852	0	18.386	1411600	20	15.51785374	14.32009506	15.39013577	15.10209846	13.85008907	11.44669628	11.81470776	15.2830162	12.46859169	11.04566479	13.29662991	12.39127159	10.87338924	10.7492733	10.55272293	11.67519379	11.93747997	12.52815819	15.73716831	14.84357738	11.47955322	16.01659012	10.51331902	12.65946579	15.20682335	10.97512245	11.40565872	15.93304539	11.8095293	15.66602993	15.79753494	15.48148441	11.26103783	11.66833878	11.65801811	14.50897121	10.25633335	13.85574436	9.985462189	11.60890007	11.44289112	15.1705904	15.05587578	13.75384331
		0.802526834	1.907779903			0.205014884	0.677878589			1.340974435	-2.661176945			0.148664539	-0.508327566			0.0039879	0.015682902			0.621235755	-1.595615687			0.152453564	0.519651822			0.819839152	1.935670953			0.474862518	1.310997854			1.18128877	-2.876684971			0.140504914	-0.48371741			0.049931028	0.186896143			0.367726408	1.078371221			0.089387846	0.321987797			0.320871344	0.948943665	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A087WU28;A0A0B4J2C1;Q4U2R6;M0R176	A0A087WU28;A0A0B4J2C1;Q4U2R6;M0R176	"39S ribosomal protein L51, mitochondrial"	MRPL51	Color2 [Red]	1	5					2	2	1	39.7	39.7	17.8	8.8403	0.0056156	1.9417	3967900	17	15.97522068	15.93279171	15.91538906	16.21089935	16.14138794	11.78141022	13.40013218	10.2894659	11.50905418	15.51849937	15.27098846	10.35782719	15.83848953	11.25457001	15.50217915	10.15683365	15.35404301	12.63208961	16.25209236	11.80624866	15.92944336	15.79034805	16.06037903	16.04974174	15.58161259	15.85316372	14.73962212	10.22517395	12.53852272	15.57837296	15.75517464	9.88176918	14.937006	12.12409687	16.00722504	16.35250854	15.61122704	13.56787872	11.17550564	15.83308792	16.43301392	14.96952152	14.6806345	15.29673672
		0.181057011	-0.235506684			0.265790691	-0.327839207			0.060806029	0.087909526			2.204262031	1.387876265			0.660930764	0.651079151			0.237010382	0.295628838			0.015180462	-0.023020308			0.281755493	-0.340704791			0.090567167	-0.127249264			0.787965266	-0.82304172			0.09220543	-0.129354268			0.318054405	0.375567582			1.436685318	-1.083814503			0.171686815	-0.224978901			0.291254684	-0.345243445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A087WU33;A0A087WVV7;A0A087X165;Q9C0H9-2;Q9C0H9;Q9C0H9-5	A0A087WU33;A0A087WVV7;A0A087X165;Q9C0H9-2;Q9C0H9;Q9C0H9-5	SRC kinase signaling inhibitor 1	SRCIN1	Color2 [Red]	1	5					1	1	1	4.9	4.9	4.9	51.259	0.0010121	3.1117	128730	3	12.3678093	10.8613615	11.14445782	11.3027668	10.49096394	12.30290031	12.65037155	10.78034306	11.83656406	12.9827795	13.18673325	12.68977928	11.97024536	12.29743195	12.55572796	11.16695118	12.16082954	12.51345921	12.8389473	10.52844906	11.59336567	11.21071434	12.75140667	10.12082863	12.09979916	11.53643894	11.03652287	11.26107502	10.33823109	10.39571667	11.45821571	12.81301212	11.71883583	12.04657745	12.29671001	10.18276501	10.70652866	11.1403265	11.22550678	10.82897377	12.34823799	10.86422253	11.55190086	11.62829494
		0.325752784	-0.849933125			0.144287251	-0.434287843			0.903179101	-1.791176941			0.533140361	-1.238465382			0.40314151	1.003949365			2.099942495	-3.000255739			0.279662798	-0.751944288			0.45092289	1.093342509			0.03204884	-0.105959184			0.058773178	-0.219607243			1.078756294	2.012110165			0.311512912	0.82019894			1.35558516	2.322734479			0.235892108	0.653845951			0.240818386	0.675211134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A087WUB9;Q8WYA6;Q8WYA6-4;A2A2P1;Q8WYA6-3;Q8WYA6-2	A0A087WUB9;Q8WYA6;Q8WYA6-4	Beta-catenin-like protein 1	CTNNBL1	Color2 [Red]	1	5					3	3	2	10.4	10.4	7.6	65.702	0	11.813	5588700	29	15.54342461	12.39338017	12.59383869	15.69332314	11.27780724	14.80644894	11.19383812	15.42531395	11.31068611	14.50351524	13.51705456	11.43649769	15.76686573	14.87507725	15.01127052	10.98592377	11.05086327	12.55217552	14.18107414	15.53086376	11.08946419	16.07397461	15.27616119	14.55008507	16.18016243	15.23302078	11.17317772	16.28570938	11.83494091	16.31052399	16.09712601	16.03127098	16.35017967	13.48959732	15.30570507	17.33149338	16.4628067	15.50292492	15.64993	14.87397289	14.16191959	16.64413834	12.32224751	16.1396904
		0.904344517	-0.892832184			0.44790756	-0.530747477			0.008386713	-0.014171092			0.108439076	0.165759677			0.027871627	-0.046097855			0.906715424	0.894390106			0.006817333	0.011539714			0.733751025	0.774610211			0.467695623	-0.559689604			0.09585425	-0.417665359			0.567596359	0.645635114			0.307548334	0.404321671			0.915039674	-0.899842998			0.546672335	-0.628218387	+	+	15.37340142	7.846471405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E9PL01;A0A087WUC6;E9PI68;Q15005;E9PRB9	E9PL01;A0A087WUC6;E9PI68;Q15005;E9PRB9	Signal peptidase complex subunit 2	SPCS2	Color2 [Red]	1	5					4	4	3	59.2	59.2	35.7	17.027	0	29.205	3647700	18	11.39124393	10.81210136	10.10246754	10.65030098	11.88605881	10.85570717	12.91973114	10.44790936	11.36605167	11.94147587	11.52781868	11.76157475	11.22174263	11.51771832	11.90601254	12.68127155	12.8867321	11.67618656	12.0021143	11.06731796	11.73530293	12.01094723	12.07001209	12.83226013	10.47270584	11.66348076	11.09015179	11.30024338	12.28119659	10.55764961	13.84479809	12.1543932	12.92569828	10.25165081	12.71270466	9.884613037	10.0181694	12.38365841	10.69534874	12.19002914	10.15160465	19.84696007	19.30054855	19.37621498
		0.039239328	-0.051756786			0.173813518	0.205198043			0.23457054	-0.261607679			1.716812452	1.075405275			0.411739369	-0.410152172			0.178019111	0.207170841			0.022705322	-0.03047964			1.111307994	-0.824394199			1.401087476	0.952730351			0.013659044	0.020080224			1.230039105	-0.879092216			0.018230348	-0.024592254			0.201777095	0.230547814			0.020205626	0.027197965			0.238392711	0.26417517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E7ETK0;A0A087WUS0;P62847-2;P62847-3;P62847;P62847-4	E7ETK0;A0A087WUS0;P62847-2;P62847-3;P62847;P62847-4	40S ribosomal protein S24	RPS24	Color2 [Red]	1	5					7	7	7	52.7	52.7	52.7	15.197	0	257.41	296180000	260	17.48416138	17.4015789	18.16589737	17.38490105	17.846838	18.59076309	17.42045403	17.13420486	17.91712761	18.19839668	18.42123413	19.54653358	17.17689323	17.51991272	17.36452866	17.76836586	17.37109566	18.62763405	17.3924675	17.49154091	18.22642136	17.67720985	17.96149445	15.27801418	18.50761604	18.67255592	18.64702225	17.36076164	18.07200623	15.2525177	17.77776909	17.73529243	17.78672981	17.83867455	17.50129318	18.09974861	17.6497612	18.08218002	17.25220299	17.74438667	18.27321243	18.00245285	18.04217148	17.95480919
		0.434114235	-1.232451294			0.295438436	-0.904335195		+	6.964341804	6.07344483			0.683989104	-1.718131283			0.2252354	-0.729878462			0.050631527	-0.19049273			0.061640957	-0.229369563			0.274611929	0.859516553			1.386272136	2.731826374			0.45254006	-1.580685823			0.666838325	-1.687708292			0.591923226	-1.550273832			0.133554545	-0.465217036			0.298951333	-0.920640737			0.516233634	1.486084448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	R4GN83;R4GMX5;I3L192;A0A087WUV8;A0A087X2B5;P35613-3;P35613-4;P35613-2;P35613	R4GN83;R4GMX5;I3L192;A0A087WUV8;A0A087X2B5;P35613-3;P35613-4;P35613-2;P35613	Basigin	BSG	Color2 [Red]	1	5					2	2	2	57.7	57.7	57.7	5.7104	0.0015023	3.0384	3680600	20	10.20765591	12.45347595	12.16254616	12.11849403	12.79016495	10.89936733	19.14959335	18.11349869	17.74793053	11.5481472	10.40085411	11.53266621	11.86515522	12.97999859	11.3672123	12.29584312	12.13548756	13.27144337	10.47782803	13.53491116	13.58261204	12.74789906	13.95610428	13.90011215	18.21788216	13.66055298	13.89916801	10.51680756	12.37018871	10.37714958	13.27658939	9.911992073	10.33805466	12.06015682	11.54727268	13.10169697	11.92694378	11.91502666	12.01467133	11.32535267	12.34523582	10.3497076	16.25214767	16.37742996
		0.366709675	0.533341826			3.306881573	2.662272235			0.556828307	0.730840874			0.223070574	-0.356764775			0.404885126	-0.57582709			0.119910435	0.208265495			0.204380832	0.331445703			0.042803864	0.079994483			0.809593227	-0.951251648			0.409517572	-1.166496815			0.181948156	-0.300197483			0.108372516	0.190160524			1.014789169	-1.105630375			1.77636327	1.55992685			0.201276991	0.324457268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A087WUZ3;Q01082;Q01082-3;Q01082-2;F8W6C1	A0A087WUZ3;Q01082;Q01082-3;Q01082-2	"Spectrin beta chain, non-erythrocytic 1"	SPTBN1	Color2 [Red]	1	5					13	13	12	9	9	8.1	274.83	0	49.201	16074000	115	11.27392006	12.82869339	11.86680126	13.28375435	13.14615536	15.92629623	12.50863838	10.96088886	13.04560852	11.87728119	11.32867432	10.30395412	9.623727798	10.67770863	12.60316944	10.57620621	11.21192074	13.28305054	11.96363258	11.54249096	11.9054203	12.51271152	10.86397362	11.34005928	10.5917654	9.396917343	11.87856579	9.906224251	12.13954639	10.30976295	11.41185093	11.94460011	11.39434338	11.71358967	11.91321754	9.130048752	10.92447853	11.38614845	11.57445526	14.46429062	12.76728535	11.88460064	12.42259598	11.03556442
		0.365429247	-0.740931129			0.64516017	-1.113945262			0.123887289	-0.298701068	+	+	3.908815423	3.282263193			1.425983077	-1.907732092			0.129508862	-0.310740562			0.012365394	0.0332601			0.508168892	-0.951995877			0.226778133	-0.503874633			0.736409962	1.203262781			0.20688094	-0.466479483			0.190506128	0.434946996			0.414773889	0.817111088			0.047679842	0.123507463			0.658196853	-1.155056254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A087WV05;Q99417	A0A087WV05;Q99417	C-Myc-binding protein	MYCBP	Color2 [Red]	1	5					2	2	2	28.2	28.2	28.2	12.755	0.0033445	2.6017	300520	2	13.86834049	11.006423	10.99091721	10.89197636	11.67127228	12.18338966	12.38902378	10.49786282	14.20074558	16.84671402	14.30712986	15.82855797	8.949717522	12.17039299	11.52151489	13.0241766	12.51981449	11.51037407	13.51298714	12.20814133	12.28376484	11.97158527	10.60369778	12.70719242	12.71381569	11.55946445	12.24742508	13.91186047	12.715662	13.08457565	12.89988518	10.6395731	14.03831863	13.71317196	11.36332703	13.99453068	11.8825798	14.29368687	11.21833229	13.79685116	13.23907757	11.12839222	10.30430222	13.19061089
		0.131031466	-0.266025589			0.179295337	-0.345684097			0.950583535	-1.250204386			0.33512078	0.586484991			0.070385894	-0.151023111			0.437958316	-0.721585964			0.474643977	0.766658738			0.693385906	1.008843313			0.436900144	0.72026339			0.544591873	-1.074999993			0.307334299	0.547446632			0.110255694	-0.22795293			0.478029782	0.770744496			0.732136364	-1.047796767			0.057723431	-0.121848788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Q13148;A0A087WV68;A0A087WYY0;A0A087X260;G3V162;B1AKP7;A0A087WX29;A0A087WXQ5;K7EN94;K7EJM5;A0A087WXV3;Q13148-4;K7EL26;A0A087WX67;A0A087WW61;A0A087WZC9;A0A087WYE7;A0A087WTZ4	Q13148;A0A087WV68;A0A087WYY0;A0A087X260;G3V162;B1AKP7;A0A087WX29;A0A087WXQ5;K7EN94;K7EJM5;A0A087WXV3;Q13148-4	TAR DNA-binding protein 43	TARDBP	Color2 [Red]	1	5					4	4	4	13	13	13	44.739	0	7.7296	4603600	56	15.40157986	15.30559826	12.47661781	15.92256165	13.59677219	13.42548656	14.62759113	15.21773052	10.61903286	15.50286293	15.22117138	14.81538296	15.82299423	13.46046257	14.21810913	15.74633026	13.41003513	12.76864529	16.12960434	14.86147499	15.04618645	15.79918003	15.79317188	15.11410809	15.57092285	15.39201546	14.9461298	15.48975372	11.75621319	15.31054211	15.1741457	14.94686031	13.7298336	14.98877335	14.57038975	16.50106049	14.23564053	15.31185436	14.44856834	14.85861206	11.71645832	15.39201546	13.38235378	14.84195709
	+	4.626131118	2.606882867			0.892863413	-0.849433127			0.301917067	0.468950753			0.80068481	-0.968226106			0.308280068	-0.476858221			0.514318679	0.707117562			0.078530043	-0.145268077			0.624842682	-0.814426177			0.003241118	0.006484486			0.083646582	0.225243018			1.154636249	-1.231989479			0.159042893	-0.274076816			0.13123412	0.231471806			0.241447309	-0.390799468			0.280276865	0.348039445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A087WV88;H0YAC5;B4DE60;Q9BRK0;Q9BRK0-2	A0A087WV88;H0YAC5;B4DE60;Q9BRK0;Q9BRK0-2	Receptor expression-enhancing protein;Receptor expression-enhancing protein 2	REEP2	Color2 [Red]	1	5					1	1	1	7.9	7.9	7.9	17.371	0.0079933	1.7855	724750	4	14.6328249	14.25022411	14.27852249	11.69918442	10.38979626	10.70364285	13.65504265	10.72088242	12.87820244	11.71114349	10.33216476	11.23967266	11.02826214	12.25689602	11.35554981	11.67509365	13.45392799	12.78319836	10.4997921	12.3054409	12.75171089	12.23851109	10.41908836	11.05035496	12.63692093	12.07201576	11.26732349	11.17762661	13.57032204	11.4613018	10.73503017	10.35782909	12.09143066	11.547019	11.56257534	11.3076086	12.76596069	12.52436638	11.20570183	11.84378338	11.82901669	11.86793518	12.72391701	11.79318905
	+	4.259123363	-5.831831514			0.324158541	-0.370168268			0.431645362	1.439041946			0.005813181	-0.02691021			0.49664377	1.598972584			0.030561342	0.137680499			0.026131772	-0.118284453			0.038045907	0.170051111			0.07403503	-0.319179671			0.010143296	0.055950629			0.049429228	0.218351973			0.067685331	0.293606831			0.206293322	0.79502103			0.542783637	1.707157871		+	2.856660015	-2.002372324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	E9PDN5;A0A087WV90;A0A075B6G3;E7EQS5;A0A087WTU7;H0Y304;F8VX32;E7ESB2;F5GZY3;E7EQR9;P11532-9;P11532-6;P11532-3;P11532-2;P11532-4;P11532-5;P11532-7;P11532-8;P11532;P11532-10	E9PDN5;A0A087WV90;A0A075B6G3;E7EQS5;A0A087WTU7;H0Y304;F8VX32;E7ESB2;F5GZY3;E7EQR9;P11532-9;P11532-6;P11532-3;P11532-2;P11532-4;P11532-5;P11532-7;P11532-8;P11532;P11532-10	Dystrophin	DMD	Color2 [Red]	1	5					2	2	2	1	1	1	426.02	0.00051653	3.3374	2767800000	48	24.41596413	10.39403629	25.21463776	25.67211914	24.11902046	26.61848831	27.57873917	25.87820625	26.65826416	24.80439758	25.27252197	25.98763275	26.56526184	27.20106888	26.79079247	25.47171974	25.78109169	25.26653099	24.8804493	24.87988853	26.05173302	24.68415642	25.71038246	26.21424866	24.15846252	25.60246468	25.49603844	24.6585083	25.92481232	25.88180351	25.72387695	25.13656998	24.76678467	26.39263916	25.79076767	25.8593235	26.40519333	26.07116127	26.6996212	26.90230751	27.2541275	24.97775459	25.32048225	21.2147789
		2.337169041	3.325909823			0.546718288	1.2212482			0.280834775	-0.788736743			1.859978674	2.929020364			0.524941934	-1.280007299			0.1926585	-0.576461247			0.278233354	-0.782800347			0.089625341	-0.292551749			0.513237921	-1.258912386			0.174340293	-0.645325159			0.241009222	-0.695791426			0.238324237	-0.689359756			0.084080173	-0.275880832			0.153881606	0.474851626	+	+	3.823850048	4.666041583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A087WVA8;Q8IWB9;Q8IWB9-2;J3KRZ8	A0A087WVA8;Q8IWB9;Q8IWB9-2;J3KRZ8	Testis-expressed sequence 2 protein	TEX2	Color2 [Red]	1	5					5	5	5	8.2	8.2	8.2	125.38	0	8.3393	3933200	22	15.1913681	15.62453842	15.61508369	14.06919765	14.49647903	11.55132866	11.88888645	10.69572258	12.47696304	21.14463615	11.92929554	12.26039028	10.11279297	11.09035683	12.50096416	11.24038792	11.45912647	12.9486084	11.32380009	11.06158161	12.69259357	12.58025837	11.46513081	12.38722038	11.85202694	10.05461979	11.85575581	12.18917561	12.39144707	10.28159904	10.77015591	14.26663971	10.30343533	12.56838417	12.46434689	14.18115234	11.37526989	10.9222517	12.28611374	13.63809681	12.62885571	16.91613579	17.13330269	16.40194702
		0.306559845	0.756663123			0.259424607	0.649275898			0.227440106	0.592700223		+	2.070396211	2.781554186			0.106127181	0.30501214			0.724457078	-1.440582557			0.770640905	1.503394036			0.939201622	-1.717769087			0.584074214	-1.23674192			0.132300763	0.432612334			0.648669397	1.333116468			0.448495859	-1.017514283			1.57148215	-2.373115058			0.01003835	0.031766065			0.225685664	0.590244093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A087WXJ9;A0A087WVP6;C9JLV0;Q9H3G5;C9J6L4;C9JI22	A0A087WXJ9;A0A087WVP6;C9JLV0;Q9H3G5;C9J6L4;C9JI22	Probable serine carboxypeptidase CPVL	CPVL	Color2 [Red]	1	5					2	2	2	11.3	11.3	11.3	26.648	0.00051046	3.2136	672580	13	15.58181858	14.11650658	11.14377975	14.24280167	14.81673336	11.46040821	11.88825703	14.26722527	14.23356724	16.11066628	14.82062817	15.5059042	14.15291882	11.83225536	13.60894775	10.47434807	10.90173626	13.39468384	15.35204315	14.19529533	13.35810184	11.11246681	12.88271904	10.00967216	13.25609112	11.39204121	10.68587971	15.45645046	11.70827293	14.97239685	13.76611519	13.69642448	11.04375362	13.50900936	11.38700962	9.843893051	9.60515976	12.74498081	13.75426102	13.64745808	11.43738079	15.15030289	10.71782494	14.47472
		0.173513603	0.186519441			0.058724881	-0.070207777			0.282666563	0.280628568			1.140493562	-0.771427736			0.213841591	0.222859156			0.156464036	0.170520165			0.38442322	0.358070228			0.221581592	0.22960939			0.137567944	0.152304404			0.021946953	0.03429787			0.070462161	0.082898966			0.212468714	0.221654619			3.170678594	-1.379022653			0.267364625	0.268203554			0.83584882	-0.645192646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A087WW89;A0A0B4J1Y9	A0A087WW89;A0A0B4J1Y9		IGHV3-72	Color2 [Red]	1	5					1	1	1	10.9	10.9	10.9	11.167	0	18.566	230080000	88	22.90126228	23.05864143	22.63816452	22.97912407	22.68803596	22.16072655	22.98958969	23.1988945	22.66962242	22.02560234	22.04376793	21.88173866	23.0573349	22.69404411	22.94710159	22.71690941	22.93668175	22.90026855	23.06822014	23.08290863	22.92096138	22.9159565	23.04500198	22.75617409	22.75810623	22.65787697	23.08754349	22.69459724	22.63080978	22.77221298	22.7148571	22.82467842	22.92844582	22.78214836	22.98455811	18.75733757	22.73941803	22.77547264	23.06828499	22.90585899	22.84963036	21.93675232	22.06812096	22.0980587
		0.740770823	1.250994437			0.29709675	0.625384403			0.067945806	-0.173062988			0.512186779	-0.960800244			0.384737694	-0.773798952			0.292713902	-0.623421079			0.751966676	1.26402379			0.094736986	-0.235250182			0.065273056	0.166690736			0.296735245	-0.656056037			0.207804069	0.469823801			0.139174836	-0.332315427			0.742281438	1.252758099			0.451721434	-0.87478981			0.537473892	0.987689727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A0A087X2E3;A0A087WW96;Q92777-2;Q92777	A0A087X2E3;A0A087WW96;Q92777-2;Q92777	Synapsin-2	SYN2	Color2 [Red]	1	5					2	2	2	7.1	7.1	7.1	52.31	0.0015121	3.0691	408570	2	13.95510483	14.46976852	14.31713009	14.27051449	14.0743084	12.52035046	11.47221947	13.82684612	13.50804234	13.58460999	9.473566055	13.57228947	14.07773399	12.11104298	10.95840263	12.38864422	12.47941685	12.69463634	14.90195084	13.59000206	14.2860527	14.55338955	14.18758392	9.894301414	15.53740025	12.24474239	11.96375847	14.25694561	10.74274731	13.84205532	13.11084175	13.63060856	13.3233366	11.37473583	13.66899586	16.82426262	14.01349735	11.90911674	13.8164835	11.01443958	12.03720284	14.47262764	13.60524845	13.87421322
